sampling,regime,pair_id,model,ops_total,theme,story_correct,literal_correct,story_bucket,literal_bucket
stratified,off,E19-E681,deepseek/deepseek-chat-v3.1,6,paint,True,True,correct-swapped,exact
stratified,off,E19-E681,google/gemini-2.5-flash,6,paint,True,True,correct-swapped,correct-swapped
stratified,off,E19-E681,meta-llama/llama-3.3-70b-instruct,6,paint,True,False,correct-swapped,wrong
stratified,off,E19-E681,mistralai/mistral-small-3.2-24b-instruct,6,paint,True,False,correct-swapped,wrong
stratified,off,E19-E681,openai/gpt-4o-mini,6,paint,False,False,wrong,wrong
stratified,off,E19-E681,openai/gpt-5-mini,6,paint,False,True,wrong,exact
stratified,off,E19-E681,qwen/qwen3-32b,6,paint,False,True,wrong,correct-swapped
stratified,off,E2-E4,anthropic/claude-haiku-4.5,1,tea,True,True,exact,exact
stratified,off,E2-E4,deepseek/deepseek-chat-v3.1,1,tea,True,True,exact,exact
stratified,off,E2-E4,google/gemini-2.5-flash,1,tea,True,True,exact,exact
stratified,off,E2-E4,meta-llama/llama-3.3-70b-instruct,1,tea,True,True,exact,exact
stratified,off,E2-E4,mistralai/mistral-small-3.2-24b-instruct,1,tea,True,True,exact,exact
stratified,off,E2-E4,openai/gpt-4o-mini,1,tea,True,True,exact,exact
stratified,off,E2-E4,openai/gpt-5-mini,1,tea,True,True,exact,exact
stratified,off,E2-E4,qwen/qwen3-32b,1,tea,False,True,wrong,exact
stratified,off,E2-E42,anthropic/claude-haiku-4.5,2,paint,True,True,exact,exact
stratified,off,E2-E42,deepseek/deepseek-chat-v3.1,2,paint,True,True,exact,exact
stratified,off,E2-E42,google/gemini-2.5-flash,2,paint,True,True,exact,exact
stratified,off,E2-E42,meta-llama/llama-3.3-70b-instruct,2,paint,True,True,exact,exact
stratified,off,E2-E42,mistralai/mistral-small-3.2-24b-instruct,2,paint,True,True,exact,exact
stratified,off,E2-E42,openai/gpt-4o-mini,2,paint,True,True,exact,exact
stratified,off,E2-E42,openai/gpt-5-mini,2,paint,True,True,exact,exact
stratified,off,E2-E42,qwen/qwen3-32b,2,paint,False,False,wrong,wrong
stratified,off,E217-E1,anthropic/claude-haiku-4.5,3,tea,False,True,wrong,correct-swapped
stratified,off,E217-E1,deepseek/deepseek-chat-v3.1,3,tea,True,True,exact,correct-swapped
stratified,off,E217-E1,google/gemini-2.5-flash,3,tea,True,True,correct-swapped,correct-swapped
stratified,off,E217-E1,meta-llama/llama-3.3-70b-instruct,3,tea,False,True,wrong,exact
stratified,off,E217-E1,mistralai/mistral-small-3.2-24b-instruct,3,tea,False,False,wrong,wrong
stratified,off,E217-E1,openai/gpt-4o-mini,3,tea,False,True,wrong,exact
stratified,off,E217-E1,openai/gpt-5-mini,3,tea,True,False,exact,unparseable
stratified,off,E217-E1,qwen/qwen3-32b,3,tea,False,True,wrong,correct-swapped
stratified,off,E2203-E781,anthropic/claude-haiku-4.5,8,signal,False,True,wrong,correct-swapped
stratified,off,E2203-E781,deepseek/deepseek-chat-v3.1,8,signal,True,True,correct-swapped,correct-swapped
stratified,off,E2203-E781,google/gemini-2.5-flash,8,signal,False,True,wrong,exact
stratified,off,E2203-E781,meta-llama/llama-3.3-70b-instruct,8,signal,False,False,wrong,wrong
stratified,off,E2203-E781,mistralai/mistral-small-3.2-24b-instruct,8,signal,False,False,unparseable,unparseable
stratified,off,E2203-E781,openai/gpt-4o-mini,8,signal,False,False,wrong,wrong
stratified,off,E2203-E781,openai/gpt-5-mini,8,signal,False,False,wrong,wrong
stratified,off,E2203-E781,qwen/qwen3-32b,8,signal,False,False,wrong,unparseable
stratified,off,E2227-E1,anthropic/claude-haiku-4.5,4,tea,False,False,wrong,wrong
stratified,off,E2227-E1,deepseek/deepseek-chat-v3.1,4,tea,True,True,correct-swapped,correct-swapped
stratified,off,E2227-E1,google/gemini-2.5-flash,4,tea,True,True,correct-swapped,correct-swapped
stratified,off,E2227-E1,meta-llama/llama-3.3-70b-instruct,4,tea,True,True,exact,exact
stratified,off,E2227-E1,mistralai/mistral-small-3.2-24b-instruct,4,tea,False,True,unparseable,correct-swapped
stratified,off,E2227-E1,openai/gpt-4o-mini,4,tea,False,False,wrong,unparseable
stratified,off,E2227-E1,openai/gpt-5-mini,4,tea,False,False,wrong,wrong
stratified,off,E2227-E1,qwen/qwen3-32b,4,tea,False,False,wrong,wrong
stratified,off,E2401-E543,anthropic/claude-haiku-4.5,8,tea,False,True,wrong,correct-swapped
stratified,off,E2401-E543,deepseek/deepseek-chat-v3.1,8,tea,True,True,exact,correct-swapped
stratified,off,E2401-E543,google/gemini-2.5-flash,8,tea,False,False,wrong,wrong
stratified,off,E2401-E543,meta-llama/llama-3.3-70b-instruct,8,tea,False,True,wrong,exact
stratified,off,E2401-E543,mistralai/mistral-small-3.2-24b-instruct,8,tea,False,False,wrong,wrong
stratified,off,E2401-E543,openai/gpt-4o-mini,8,tea,False,False,wrong,unparseable
stratified,off,E2401-E543,openai/gpt-5-mini,8,tea,False,False,wrong,unparseable
stratified,off,E2401-E543,qwen/qwen3-32b,8,tea,False,False,wrong,wrong
stratified,off,E2541-E38,anthropic/claude-haiku-4.5,6,signal,False,False,wrong,wrong
stratified,off,E2541-E38,deepseek/deepseek-chat-v3.1,6,signal,False,False,wrong,wrong
stratified,off,E2541-E38,google/gemini-2.5-flash,6,signal,True,False,correct-swapped,wrong
stratified,off,E2541-E38,meta-llama/llama-3.3-70b-instruct,6,signal,False,False,wrong,wrong
stratified,off,E2541-E38,mistralai/mistral-small-3.2-24b-instruct,6,signal,False,False,wrong,wrong
stratified,off,E2541-E38,openai/gpt-4o-mini,6,signal,False,False,wrong,wrong
stratified,off,E2541-E38,openai/gpt-5-mini,6,signal,False,False,wrong,wrong
stratified,off,E2541-E38,qwen/qwen3-32b,6,signal,False,False,unparseable,wrong
stratified,off,E26-E1917,anthropic/claude-haiku-4.5,6,tea,True,True,correct-swapped,correct-swapped
stratified,off,E26-E1917,deepseek/deepseek-chat-v3.1,6,tea,False,True,wrong,correct-swapped
stratified,off,E26-E1917,google/gemini-2.5-flash,6,tea,True,True,exact,exact
stratified,off,E26-E1917,meta-llama/llama-3.3-70b-instruct,6,tea,False,True,wrong,exact
stratified,off,E26-E1917,mistralai/mistral-small-3.2-24b-instruct,6,tea,False,True,wrong,correct-swapped
stratified,off,E26-E1917,openai/gpt-4o-mini,6,tea,False,True,wrong,exact
stratified,off,E26-E1917,openai/gpt-5-mini,6,tea,False,True,wrong,correct-swapped
stratified,off,E26-E1917,qwen/qwen3-32b,6,tea,False,False,wrong,wrong
stratified,off,E2668-E314,anthropic/claude-haiku-4.5,7,tea,False,True,wrong,correct-swapped
stratified,off,E2668-E314,deepseek/deepseek-chat-v3.1,7,tea,True,True,exact,correct-swapped
stratified,off,E2668-E314,google/gemini-2.5-flash,7,tea,True,True,correct-swapped,correct-swapped
stratified,off,E2668-E314,meta-llama/llama-3.3-70b-instruct,7,tea,False,True,wrong,exact
stratified,off,E2668-E314,mistralai/mistral-small-3.2-24b-instruct,7,tea,False,False,unparseable,unparseable
stratified,off,E2668-E314,openai/gpt-4o-mini,7,tea,True,False,exact,unparseable
stratified,off,E2668-E314,openai/gpt-5-mini,7,tea,False,True,wrong,correct-swapped
stratified,off,E2668-E314,qwen/qwen3-32b,7,tea,False,True,wrong,correct-swapped
stratified,off,E274-E13,anthropic/claude-haiku-4.5,5,tea,True,True,correct-swapped,correct-swapped
stratified,off,E274-E13,deepseek/deepseek-chat-v3.1,5,tea,True,True,exact,correct-swapped
stratified,off,E274-E13,google/gemini-2.5-flash,5,tea,True,True,correct-swapped,exact
stratified,off,E274-E13,meta-llama/llama-3.3-70b-instruct,5,tea,True,True,correct-swapped,exact
stratified,off,E274-E13,mistralai/mistral-small-3.2-24b-instruct,5,tea,False,False,wrong,wrong
stratified,off,E274-E13,openai/gpt-4o-mini,5,tea,False,False,wrong,wrong
stratified,off,E274-E13,openai/gpt-5-mini,5,tea,False,True,wrong,exact
stratified,off,E274-E13,qwen/qwen3-32b,5,tea,False,False,wrong,wrong
stratified,off,E29-E2,anthropic/claude-haiku-4.5,2,graft,True,True,correct-swapped,correct-swapped
stratified,off,E29-E2,deepseek/deepseek-chat-v3.1,2,graft,True,True,exact,correct-swapped
stratified,off,E29-E2,google/gemini-2.5-flash,2,graft,False,True,wrong,exact
stratified,off,E29-E2,meta-llama/llama-3.3-70b-instruct,2,graft,True,True,correct-swapped,exact
stratified,off,E29-E2,mistralai/mistral-small-3.2-24b-instruct,2,graft,False,True,wrong,correct-swapped
stratified,off,E29-E2,openai/gpt-4o-mini,2,graft,False,True,wrong,exact
stratified,off,E29-E2,openai/gpt-5-mini,2,graft,False,True,unparseable,exact
stratified,off,E29-E2,qwen/qwen3-32b,2,graft,True,True,exact,correct-swapped
stratified,off,E296-E3157,anthropic/claude-haiku-4.5,7,graft,True,True,correct-swapped,exact
stratified,off,E296-E3157,deepseek/deepseek-chat-v3.1,7,graft,True,True,exact,exact
stratified,off,E296-E3157,google/gemini-2.5-flash,7,graft,True,True,exact,exact
stratified,off,E296-E3157,meta-llama/llama-3.3-70b-instruct,7,graft,False,True,wrong,exact
stratified,off,E296-E3157,mistralai/mistral-small-3.2-24b-instruct,7,graft,False,True,unparseable,correct-swapped
stratified,off,E296-E3157,openai/gpt-4o-mini,7,graft,False,False,wrong,unparseable
stratified,off,E296-E3157,openai/gpt-5-mini,7,graft,True,False,exact,unparseable
stratified,off,E296-E3157,qwen/qwen3-32b,7,graft,False,False,wrong,wrong
stratified,off,E3008-E7,anthropic/claude-haiku-4.5,5,paint,False,True,wrong,correct-swapped
stratified,off,E3008-E7,deepseek/deepseek-chat-v3.1,5,paint,False,True,wrong,correct-swapped
stratified,off,E3008-E7,google/gemini-2.5-flash,5,paint,False,True,wrong,correct-swapped
stratified,off,E3008-E7,meta-llama/llama-3.3-70b-instruct,5,paint,False,True,wrong,exact
stratified,off,E3008-E7,mistralai/mistral-small-3.2-24b-instruct,5,paint,False,True,unparseable,correct-swapped
stratified,off,E3008-E7,openai/gpt-4o-mini,5,paint,False,False,wrong,wrong
stratified,off,E3008-E7,openai/gpt-5-mini,5,paint,False,False,wrong,unparseable
stratified,off,E3008-E7,qwen/qwen3-32b,5,paint,False,False,wrong,wrong
stratified,off,E313-E2,anthropic/claude-haiku-4.5,3,graft,True,True,exact,exact
stratified,off,E313-E2,deepseek/deepseek-chat-v3.1,3,graft,True,True,exact,exact
stratified,off,E313-E2,google/gemini-2.5-flash,3,graft,True,True,exact,exact
stratified,off,E313-E2,meta-llama/llama-3.3-70b-instruct,3,graft,True,False,exact,wrong
stratified,off,E313-E2,mistralai/mistral-small-3.2-24b-instruct,3,graft,True,True,exact,correct-swapped
stratified,off,E313-E2,openai/gpt-4o-mini,3,graft,False,True,wrong,exact
stratified,off,E313-E2,openai/gpt-5-mini,3,graft,True,False,exact,wrong
stratified,off,E313-E2,qwen/qwen3-32b,3,graft,True,False,exact,wrong
stratified,off,E329-E26,anthropic/claude-haiku-4.5,5,tea,True,True,exact,exact
stratified,off,E329-E26,deepseek/deepseek-chat-v3.1,5,tea,True,True,exact,exact
stratified,off,E329-E26,google/gemini-2.5-flash,5,tea,True,True,exact,exact
stratified,off,E329-E26,meta-llama/llama-3.3-70b-instruct,5,tea,True,True,exact,exact
stratified,off,E329-E26,mistralai/mistral-small-3.2-24b-instruct,5,tea,True,True,exact,correct-swapped
stratified,off,E329-E26,openai/gpt-4o-mini,5,tea,False,True,wrong,correct-swapped
stratified,off,E329-E26,openai/gpt-5-mini,5,tea,True,True,exact,exact
stratified,off,E329-E26,qwen/qwen3-32b,5,tea,False,False,wrong,wrong
stratified,off,E410-E1,anthropic/claude-haiku-4.5,3,tea,True,True,exact,exact
stratified,off,E410-E1,deepseek/deepseek-chat-v3.1,3,tea,True,True,exact,exact
stratified,off,E410-E1,google/gemini-2.5-flash,3,tea,True,True,exact,exact
stratified,off,E410-E1,meta-llama/llama-3.3-70b-instruct,3,tea,True,True,exact,exact
stratified,off,E410-E1,mistralai/mistral-small-3.2-24b-instruct,3,tea,True,False,exact,wrong
stratified,off,E410-E1,openai/gpt-4o-mini,3,tea,True,True,exact,exact
stratified,off,E410-E1,openai/gpt-5-mini,3,tea,True,True,correct-dualized,exact
stratified,off,E410-E1,qwen/qwen3-32b,3,tea,True,True,correct-dualized,correct-swapped
stratified,off,E4102-E299,anthropic/claude-haiku-4.5,7,signal,False,True,wrong,exact
stratified,off,E4102-E299,deepseek/deepseek-chat-v3.1,7,signal,True,True,exact,exact
stratified,off,E4102-E299,google/gemini-2.5-flash,7,signal,True,True,exact,exact
stratified,off,E4102-E299,meta-llama/llama-3.3-70b-instruct,7,signal,True,False,exact,wrong
stratified,off,E4102-E299,mistralai/mistral-small-3.2-24b-instruct,7,signal,False,False,wrong,wrong
stratified,off,E4102-E299,openai/gpt-4o-mini,7,signal,True,False,exact,wrong
stratified,off,E4102-E299,openai/gpt-5-mini,7,signal,True,False,exact,unparseable
stratified,off,E4102-E299,qwen/qwen3-32b,7,signal,False,False,wrong,wrong
stratified,off,E4419-E1,anthropic/claude-haiku-4.5,4,graft,True,True,exact,exact
stratified,off,E4419-E1,deepseek/deepseek-chat-v3.1,4,graft,True,True,exact,exact
stratified,off,E4419-E1,google/gemini-2.5-flash,4,graft,True,True,exact,exact
stratified,off,E4419-E1,meta-llama/llama-3.3-70b-instruct,4,graft,True,True,exact,exact
stratified,off,E4419-E1,mistralai/mistral-small-3.2-24b-instruct,4,graft,False,True,wrong,exact
stratified,off,E4419-E1,openai/gpt-4o-mini,4,graft,False,True,wrong,exact
stratified,off,E4419-E1,openai/gpt-5-mini,4,graft,True,True,exact,exact
stratified,off,E4419-E1,qwen/qwen3-32b,4,graft,True,True,exact,exact
stratified,off,E46-E1,anthropic/claude-haiku-4.5,2,tea,True,True,exact,exact
stratified,off,E46-E1,deepseek/deepseek-chat-v3.1,2,tea,True,True,exact,exact
stratified,off,E46-E1,google/gemini-2.5-flash,2,tea,True,True,exact,exact
stratified,off,E46-E1,meta-llama/llama-3.3-70b-instruct,2,tea,False,True,wrong,exact
stratified,off,E46-E1,mistralai/mistral-small-3.2-24b-instruct,2,tea,True,True,exact,exact
stratified,off,E46-E1,openai/gpt-4o-mini,2,tea,True,True,exact,exact
stratified,off,E46-E1,openai/gpt-5-mini,2,tea,True,True,exact,exact
stratified,off,E46-E1,qwen/qwen3-32b,2,tea,True,True,exact,exact
stratified,off,E46-E327,anthropic/claude-haiku-4.5,5,tea,True,True,exact,exact
stratified,off,E46-E327,deepseek/deepseek-chat-v3.1,5,tea,True,True,exact,exact
stratified,off,E46-E327,google/gemini-2.5-flash,5,tea,True,True,exact,exact
stratified,off,E46-E327,meta-llama/llama-3.3-70b-instruct,5,tea,True,True,exact,exact
stratified,off,E46-E327,mistralai/mistral-small-3.2-24b-instruct,5,tea,True,True,exact,exact
stratified,off,E46-E327,openai/gpt-4o-mini,5,tea,True,True,exact,exact
stratified,off,E46-E327,openai/gpt-5-mini,5,tea,True,True,exact,exact
stratified,off,E46-E327,qwen/qwen3-32b,5,tea,True,True,exact,correct-swapped
stratified,off,E5-E2,anthropic/claude-haiku-4.5,1,tea,True,True,exact,correct-swapped
stratified,off,E5-E2,deepseek/deepseek-chat-v3.1,1,tea,True,True,exact,correct-swapped
stratified,off,E5-E2,google/gemini-2.5-flash,1,tea,True,True,correct-swapped,exact
stratified,off,E5-E2,meta-llama/llama-3.3-70b-instruct,1,tea,True,True,correct-swapped,exact
stratified,off,E5-E2,mistralai/mistral-small-3.2-24b-instruct,1,tea,True,True,correct-swapped,correct-swapped
stratified,off,E5-E2,openai/gpt-4o-mini,1,tea,True,True,exact,exact
stratified,off,E5-E2,openai/gpt-5-mini,1,tea,True,True,exact,exact
stratified,off,E5-E2,qwen/qwen3-32b,1,tea,True,True,correct-dualized,correct-swapped
stratified,off,E5-E7,anthropic/claude-haiku-4.5,2,signal,True,True,correct-dualized,correct-swapped
stratified,off,E5-E7,deepseek/deepseek-chat-v3.1,2,signal,True,True,correct-swapped,correct-swapped
stratified,off,E5-E7,google/gemini-2.5-flash,2,signal,True,True,correct-dualized,exact
stratified,off,E5-E7,meta-llama/llama-3.3-70b-instruct,2,signal,False,True,wrong,exact
stratified,off,E5-E7,mistralai/mistral-small-3.2-24b-instruct,2,signal,False,True,wrong,correct-swapped
stratified,off,E5-E7,openai/gpt-4o-mini,2,signal,False,True,wrong,exact
stratified,off,E5-E7,openai/gpt-5-mini,2,signal,False,True,wrong,exact
stratified,off,E5-E7,qwen/qwen3-32b,2,signal,False,True,wrong,exact
stratified,off,E6-E1,anthropic/claude-haiku-4.5,1,tea,True,True,correct-swapped,exact
stratified,off,E6-E1,deepseek/deepseek-chat-v3.1,1,tea,True,True,exact,exact
stratified,off,E6-E1,google/gemini-2.5-flash,1,tea,True,True,exact,exact
stratified,off,E6-E1,meta-llama/llama-3.3-70b-instruct,1,tea,True,True,correct-swapped,exact
stratified,off,E6-E1,mistralai/mistral-small-3.2-24b-instruct,1,tea,True,True,exact,correct-swapped
stratified,off,E6-E1,openai/gpt-4o-mini,1,tea,True,True,exact,exact
stratified,off,E6-E1,openai/gpt-5-mini,1,tea,True,True,exact,exact
stratified,off,E6-E1,qwen/qwen3-32b,1,tea,False,True,wrong,correct-swapped
stratified,off,E7-E1,anthropic/claude-haiku-4.5,1,signal,True,True,correct-swapped,exact
stratified,off,E7-E1,deepseek/deepseek-chat-v3.1,1,signal,True,True,exact,exact
stratified,off,E7-E1,google/gemini-2.5-flash,1,signal,True,True,exact,exact
stratified,off,E7-E1,meta-llama/llama-3.3-70b-instruct,1,signal,False,True,wrong,exact
stratified,off,E7-E1,mistralai/mistral-small-3.2-24b-instruct,1,signal,False,True,wrong,exact
stratified,off,E7-E1,openai/gpt-4o-mini,1,signal,False,True,wrong,exact
stratified,off,E7-E1,openai/gpt-5-mini,1,signal,True,True,exact,exact
stratified,off,E7-E1,qwen/qwen3-32b,1,signal,True,True,exact,correct-swapped
stratified,off,E7-E2,anthropic/claude-haiku-4.5,1,graft,True,True,correct-swapped,exact
stratified,off,E7-E2,deepseek/deepseek-chat-v3.1,1,graft,True,True,exact,exact
stratified,off,E7-E2,google/gemini-2.5-flash,1,graft,True,True,exact,exact
stratified,off,E7-E2,meta-llama/llama-3.3-70b-instruct,1,graft,True,True,exact,exact
stratified,off,E7-E2,mistralai/mistral-small-3.2-24b-instruct,1,graft,True,True,exact,exact
stratified,off,E7-E2,openai/gpt-4o-mini,1,graft,True,True,exact,exact
stratified,off,E7-E2,openai/gpt-5-mini,1,graft,True,True,exact,exact
stratified,off,E7-E2,qwen/qwen3-32b,1,graft,False,True,unparseable,correct-swapped
stratified,off,E7-E276,anthropic/claude-haiku-4.5,4,graft,False,True,wrong,exact
stratified,off,E7-E276,deepseek/deepseek-chat-v3.1,4,graft,True,True,exact,exact
stratified,off,E7-E276,google/gemini-2.5-flash,4,graft,True,True,exact,exact
stratified,off,E7-E276,meta-llama/llama-3.3-70b-instruct,4,graft,True,True,correct-swapped,exact
stratified,off,E7-E276,mistralai/mistral-small-3.2-24b-instruct,4,graft,True,True,correct-swapped,exact
stratified,off,E7-E276,openai/gpt-4o-mini,4,graft,True,True,exact,exact
stratified,off,E7-E276,openai/gpt-5-mini,4,graft,True,False,exact,unparseable
stratified,off,E7-E276,qwen/qwen3-32b,4,graft,True,True,exact,exact
stratified,off,E7-E3136,anthropic/claude-haiku-4.5,5,signal,True,True,correct-swapped,exact
stratified,off,E7-E3136,deepseek/deepseek-chat-v3.1,5,signal,False,True,unparseable,exact
stratified,off,E7-E3136,google/gemini-2.5-flash,5,signal,True,True,exact,exact
stratified,off,E7-E3136,meta-llama/llama-3.3-70b-instruct,5,signal,True,True,correct-swapped,exact
stratified,off,E7-E3136,mistralai/mistral-small-3.2-24b-instruct,5,signal,False,True,wrong,exact
stratified,off,E7-E3136,openai/gpt-4o-mini,5,signal,True,False,exact,unparseable
stratified,off,E7-E3136,openai/gpt-5-mini,5,signal,False,True,unparseable,exact
stratified,off,E7-E3136,qwen/qwen3-32b,5,signal,False,False,wrong,wrong
stratified,off,E7-E38,anthropic/claude-haiku-4.5,3,graft,False,True,wrong,exact
stratified,off,E7-E38,deepseek/deepseek-chat-v3.1,3,graft,True,True,exact,exact
stratified,off,E7-E38,google/gemini-2.5-flash,3,graft,True,True,exact,exact
stratified,off,E7-E38,meta-llama/llama-3.3-70b-instruct,3,graft,True,True,correct-swapped,exact
stratified,off,E7-E38,mistralai/mistral-small-3.2-24b-instruct,3,graft,True,True,exact,correct-swapped
stratified,off,E7-E38,openai/gpt-4o-mini,3,graft,True,True,exact,exact
stratified,off,E7-E38,openai/gpt-5-mini,3,graft,True,True,exact,exact
stratified,off,E7-E38,qwen/qwen3-32b,3,graft,False,True,unparseable,exact
stratified,off,E920-E1235,anthropic/claude-haiku-4.5,8,graft,True,False,correct-swapped,wrong
stratified,off,E920-E1235,deepseek/deepseek-chat-v3.1,8,graft,False,True,wrong,correct-swapped
stratified,off,E920-E1235,google/gemini-2.5-flash,8,graft,True,False,exact,wrong
stratified,off,E920-E1235,meta-llama/llama-3.3-70b-instruct,8,graft,True,True,correct-swapped,exact
stratified,off,E920-E1235,mistralai/mistral-small-3.2-24b-instruct,8,graft,False,False,unparseable,unparseable
stratified,off,E920-E1235,openai/gpt-4o-mini,8,graft,False,False,wrong,wrong
stratified,off,E920-E1235,openai/gpt-5-mini,8,graft,False,True,wrong,exact
stratified,off,E920-E1235,qwen/qwen3-32b,8,graft,False,False,wrong,wrong
stratified,on,E1-E3032,anthropic/claude-haiku-4.5,4,tea,True,True,exact,exact
stratified,on,E1-E3032,deepseek/deepseek-chat-v3.1,4,tea,True,True,exact,exact
stratified,on,E1-E3032,google/gemini-2.5-flash,4,tea,True,True,exact,exact
stratified,on,E1-E3032,meta-llama/llama-3.3-70b-instruct,4,tea,True,True,exact,exact
stratified,on,E1-E3032,mistralai/mistral-small-3.2-24b-instruct,4,tea,True,True,exact,exact
stratified,on,E1-E3032,openai/gpt-4o-mini,4,tea,True,True,exact,exact
stratified,on,E1-E3032,openai/gpt-5-mini,4,tea,True,True,exact,exact
stratified,on,E1-E3032,qwen/qwen3-32b,4,tea,False,True,wrong,exact
stratified,on,E1-E94,anthropic/claude-haiku-4.5,3,paint,True,True,exact,exact
stratified,on,E1-E94,deepseek/deepseek-chat-v3.1,3,paint,True,True,exact,exact
stratified,on,E1-E94,google/gemini-2.5-flash,3,paint,True,True,exact,exact
stratified,on,E1-E94,meta-llama/llama-3.3-70b-instruct,3,paint,False,True,wrong,exact
stratified,on,E1-E94,mistralai/mistral-small-3.2-24b-instruct,3,paint,False,True,wrong,exact
stratified,on,E1-E94,openai/gpt-4o-mini,3,paint,True,True,correct-dualized,exact
stratified,on,E1-E94,openai/gpt-5-mini,3,paint,True,True,exact,exact
stratified,on,E1-E94,qwen/qwen3-32b,3,paint,False,True,wrong,exact
stratified,on,E10-E1068,anthropic/claude-haiku-4.5,6,tea,True,True,exact,exact
stratified,on,E10-E1068,deepseek/deepseek-chat-v3.1,6,tea,True,True,exact,exact
stratified,on,E10-E1068,google/gemini-2.5-flash,6,tea,True,True,exact,correct-swapped
stratified,on,E10-E1068,meta-llama/llama-3.3-70b-instruct,6,tea,True,True,correct-swapped,exact
stratified,on,E10-E1068,mistralai/mistral-small-3.2-24b-instruct,6,tea,True,True,exact,exact
stratified,on,E10-E1068,openai/gpt-4o-mini,6,tea,True,True,correct-dualized,exact
stratified,on,E10-E1068,openai/gpt-5-mini,6,tea,True,True,exact,exact
stratified,on,E10-E1068,qwen/qwen3-32b,6,tea,True,True,correct-swapped,correct-swapped
stratified,on,E1085-E213,anthropic/claude-haiku-4.5,7,graft,True,True,exact,exact
stratified,on,E1085-E213,deepseek/deepseek-chat-v3.1,7,graft,True,True,correct-swapped,correct-swapped
stratified,on,E1085-E213,google/gemini-2.5-flash,7,graft,True,True,exact,exact
stratified,on,E1085-E213,meta-llama/llama-3.3-70b-instruct,7,graft,True,True,exact,exact
stratified,on,E1085-E213,mistralai/mistral-small-3.2-24b-instruct,7,graft,True,True,exact,exact
stratified,on,E1085-E213,openai/gpt-4o-mini,7,graft,True,True,exact,exact
stratified,on,E1085-E213,openai/gpt-5-mini,7,graft,True,True,exact,exact
stratified,on,E1085-E213,qwen/qwen3-32b,7,graft,True,True,exact,exact
stratified,on,E12-E20,anthropic/claude-haiku-4.5,4,paint,True,True,exact,exact
stratified,on,E12-E20,deepseek/deepseek-chat-v3.1,4,paint,True,True,correct-swapped,exact
stratified,on,E12-E20,google/gemini-2.5-flash,4,paint,True,True,exact,exact
